precinct_split_id,electoral_district_id
710011796,330004747
710011796,330004801
710011796,330004802
710011796,330004805
710011796,330004806
710011796,330004814
710011796,330004817
710011796,330004818
710011796,330004822
710011796,330004825
710011796,330004830
710011796,330004834
710011796,330004837
710011796,330004838
710011796,33001421
710011796,33001422
710011796,33001425
710011796,33001428
710011796,33001467
71001187,330004745
71001187,330004746
71001187,330004747
71001187,330004801
71001187,330004802
71001187,330004805
71001187,330004806
71001187,330004814
71001187,330004817
71001187,330004818
71001187,330004822
71001187,330004825
71001187,330004830
71001187,330004834
71001187,330004837
71001187,330004838
71001187,33001421
71001187,33001422
71001187,33001428
71001187,33001467
710011880,330004745
710011880,330004746
710011880,330004747
710011880,330004801
710011880,330004802
710011880,330004805
710011880,330004806
710011880,330004814
710011880,330004817
710011880,330004818
710011880,330004822
710011880,330004825
710011880,330004830
710011880,330004834
710011880,330004837
710011880,330004838
710011880,33001421
710011880,33001422
710011880,33001425
710011880,33001428
710011880,33001467
710012126,330004745
710012126,330004746
710012126,330004747
710012126,330004801
710012126,330004802
710012126,330004805
710012126,330004806
710012126,330004814
710012126,330004817
710012126,330004818
710012126,330004822
710012126,330004825
710012126,330004830
710012126,330004834
710012126,330004837
710012126,330004838
710012126,33001421
710012126,33001422
710012126,33001425
710012126,33001428
710012126,33001467
710012166,330004745
710012166,330004746
710012166,330004747
710012166,330004801
710012166,330004802
710012166,330004805
710012166,330004806
710012166,330004814
710012166,330004817
710012166,330004818
710012166,330004822
710012166,330004825
710012166,330004830
710012166,330004834
710012166,330004837
710012166,330004838
710012166,33001421
710012166,33001422
710012166,33001425
710012166,33001428
710012166,33001467
710012211,330004745
710012211,330004746
710012211,330004747
710012211,330004801
710012211,330004802
710012211,330004805
710012211,330004806
710012211,330004814
710012211,330004817
710012211,330004818
710012211,330004822
710012211,330004825
710012211,330004830
710012211,330004834
710012211,330004837
710012211,330004838
710012211,33001425
710012211,33001428
710012224,330004745
710012224,330004746
710012224,330004747
710012224,330004801
710012224,330004802
710012224,330004805
710012224,330004806
710012224,330004814
710012224,330004817
710012224,330004818
710012224,330004822
710012224,330004825
710012224,330004830
710012224,330004834
710012224,330004837
710012224,330004838
710012224,33001421
710012224,33001422
710012224,33001425
710012224,33001428
710012224,33001467
710012257,330004745
710012257,330004746
710012257,330004747
710012257,330004801
710012257,330004802
710012257,330004805
710012257,330004806
710012257,330004814
710012257,330004817
710012257,330004818
710012257,330004822
710012257,330004825
710012257,330004830
710012257,330004834
710012257,330004837
710012257,330004838
710012257,33001421
710012257,33001422
710012257,33001425
710012257,33001467
710012496,330004745
710012496,330004746
710012496,330004747
710012496,330004801
710012496,330004802
710012496,330004805
710012496,330004806
710012496,330004814
710012496,330004817
710012496,330004818
710012496,330004822
710012496,330004825
710012496,330004830
710012496,330004834
710012496,330004837
710012496,330004838
710012496,33001421
710012496,33001422
710012496,33001425
710012496,33001428
710012496,33001467
710012535,330004745
710012535,330004746
710012535,330004747
710012535,330004801
710012535,330004802
710012535,330004805
710012535,330004806
710012535,330004814
710012535,330004817
710012535,330004818
710012535,330004822
710012535,330004825
710012535,330004830
710012535,330004834
710012535,330004837
710012535,330004838
710012535,33001421
710012535,33001422
710012535,33001425
710012535,33001428
710012535,33001467
710012678,330004745
710012678,330004746
710012678,330004747
710012678,330004801
710012678,330004802
710012678,330004805
710012678,330004806
710012678,330004814
710012678,330004817
710012678,330004818
710012678,330004822
710012678,330004825
710012678,330004830
710012678,330004834
710012678,330004837
710012678,330004838
710012678,33001421
710012678,33001422
710012678,33001425
710012678,33001467
710012693,330004745
710012693,330004746
710012693,330004747
710012693,330004801
710012693,330004802
710012693,330004805
710012693,330004806
710012693,330004814
710012693,330004817
710012693,330004818
710012693,330004822
710012693,330004825
710012693,330004830
710012693,330004834
710012693,330004837
710012693,330004838
710012693,33001421
710012693,33001422
710012693,33001425
710012693,33001428
710012693,33001467
710012767,330004745
710012767,330004746
710012767,330004747
710012767,330004801
710012767,330004802
710012767,330004805
710012767,330004806
710012767,330004814
710012767,330004817
710012767,330004818
710012767,330004822
710012767,330004825
710012767,330004830
710012767,330004834
710012767,330004837
710012767,330004838
710012767,33001421
710012767,33001422
710012767,33001425
710012767,33001428
710012767,33001467
710012825,330004745
710012825,330004746
710012825,330004747
710012825,330004801
710012825,330004802
710012825,330004805
710012825,330004806
710012825,330004814
710012825,330004817
710012825,330004818
710012825,330004822
710012825,330004825
710012825,330004830
710012825,330004834
710012825,330004837
710012825,330004838
710012825,33001421
710012825,33001422
710012825,33001425
710012825,33001428
710012825,33001467
710012837,330004745
710012837,330004746
710012837,330004747
710012837,330004801
710012837,330004802
710012837,330004805
710012837,330004806
710012837,330004814
710012837,330004817
710012837,330004818
710012837,330004822
710012837,330004825
710012837,330004830
710012837,330004834
710012837,330004837
710012837,330004838
710012837,33001421
710012837,33001422
710012837,33001425
710012837,33001428
710012837,33001467
710013205,330004745
710013205,330004746
710013205,330004747
710013205,330004801
710013205,330004802
710013205,330004805
710013205,330004806
710013205,330004814
710013205,330004817
710013205,330004818
710013205,330004822
710013205,330004825
710013205,330004830
710013205,330004834
710013205,330004837
710013205,330004838
710013205,33001421
710013205,33001422
710013205,33001425
710013205,33001428
710013205,33001467
710013539,330004745
710013539,330004746
710013539,330004747
710013539,330004801
710013539,330004802
710013539,330004805
710013539,330004806
710013539,330004814
710013539,330004817
710013539,330004818
710013539,330004822
710013539,330004825
710013539,330004830
710013539,330004834
710013539,330004837
710013539,330004838
710013539,33001421
710013539,33001422
710013539,33001428
710013539,33001467
710013664,330004745
710013664,330004746
710013664,330004747
710013664,330004801
710013664,330004802
710013664,330004805
710013664,330004806
710013664,330004814
710013664,330004817
710013664,330004818
710013664,330004822
710013664,330004825
710013664,330004830
710013664,330004834
710013664,330004837
710013664,330004838
710013664,33001421
710013664,33001422
710013664,33001428
710013664,33001467
710013866,330004745
710013866,330004746
710013866,330004747
710013866,330004801
710013866,330004802
710013866,330004805
710013866,330004806
710013866,330004814
710013866,330004817
710013866,330004818
710013866,330004822
710013866,330004825
710013866,330004830
710013866,330004834
710013866,330004837
710013866,330004838
710013866,33001421
710013866,33001422
710013866,33001425
710013866,33001428
710013866,33001467
710013890,330004745
710013890,330004746
710013890,330004747
710013890,330004801
710013890,330004802
710013890,330004805
710013890,330004806
710013890,330004814
710013890,330004817
710013890,330004818
710013890,330004822
710013890,330004825
710013890,330004830
710013890,330004834
710013890,330004837
710013890,330004838
710013890,33001421
710013890,33001422
710013890,33001425
710013890,33001428
710013890,33001467
710013954,330004745
710013954,330004746
710013954,330004747
710013954,330004801
710013954,330004802
710013954,330004805
710013954,330004806
710013954,330004814
710013954,330004817
710013954,330004818
710013954,330004822
710013954,330004825
710013954,330004830
710013954,330004834
710013954,330004837
710013954,330004838
710013954,33001425
710013954,33001428
710014011,330004745
710014011,330004746
710014011,330004747
710014011,330004801
710014011,330004802
710014011,330004805
710014011,330004806
710014011,330004814
710014011,330004817
710014011,330004818
710014011,330004822
710014011,330004825
710014011,330004830
710014011,330004834
710014011,330004837
710014011,330004838
710014011,33001421
710014011,33001422
710014011,33001428
710014011,33001467
710014068,330004745
710014068,330004746
710014068,330004747
710014068,330004801
710014068,330004802
710014068,330004805
710014068,330004806
710014068,330004814
710014068,330004817
710014068,330004818
710014068,330004822
710014068,330004825
710014068,330004830
710014068,330004834
710014068,330004837
710014068,330004838
710014068,33001421
710014068,33001422
710014068,33001425
710014068,33001428
710014068,33001467
71001421,330004745
71001421,330004746
71001421,330004747
71001421,330004801
71001421,330004802
71001421,330004805
71001421,330004806
71001421,330004814
71001421,330004817
71001421,330004818
71001421,330004822
71001421,330004825
71001421,330004830
71001421,330004834
71001421,330004837
71001421,330004838
71001421,33001425
71001421,33001428
710014409,330004745
710014409,330004746
710014409,330004747
710014409,330004801
710014409,330004802
710014409,330004805
710014409,330004806
710014409,330004814
710014409,330004817
710014409,330004818
710014409,330004822
710014409,330004825
710014409,330004830
710014409,330004834
710014409,330004837
710014409,330004838
710014409,33001425
710014409,33001428
710014523,330004745
710014523,330004746
710014523,330004747
710014523,330004801
710014523,330004802
710014523,330004805
710014523,330004806
710014523,330004814
710014523,330004817
710014523,330004818
710014523,330004822
710014523,330004825
710014523,330004830
710014523,330004834
710014523,330004837
710014523,330004838
710014523,33001421
710014523,33001422
710014523,33001428
710014523,33001467
710014530,330004745
710014530,330004746
710014530,330004747
710014530,330004801
710014530,330004802
710014530,330004805
710014530,330004806
710014530,330004814
710014530,330004817
710014530,330004818
710014530,330004822
710014530,330004825
710014530,330004830
710014530,330004834
710014530,330004837
710014530,330004838
710014530,33001421
710014530,33001422
710014530,33001425
710014530,33001428
710014530,33001467
710014533,330004745
710014533,330004746
710014533,330004747
710014533,330004801
710014533,330004802
710014533,330004805
710014533,330004806
710014533,330004814
710014533,330004817
710014533,330004818
710014533,330004822
710014533,330004825
710014533,330004830
710014533,330004834
710014533,330004837
710014533,330004838
710014533,33001421
710014533,33001422
710014533,33001428
710014533,33001467
710014759,330004745
710014759,330004746
710014759,330004747
710014759,330004801
710014759,330004802
710014759,330004805
710014759,330004806
710014759,330004814
710014759,330004817
710014759,330004818
710014759,330004822
710014759,330004825
710014759,330004830
710014759,330004834
710014759,330004837
710014759,330004838
710014759,33001425
710014759,33001428
710015082,330004745
710015082,330004746
710015082,330004747
710015082,330004801
710015082,330004802
710015082,330004805
710015082,330004806
710015082,330004814
710015082,330004817
710015082,330004818
710015082,330004822
710015082,330004825
710015082,330004830
710015082,330004834
710015082,330004837
710015082,330004838
710015082,33001421
710015082,33001422
710015082,33001425
710015082,33001467
710015124,330004745
710015124,330004746
710015124,330004747
710015124,330004801
710015124,330004802
710015124,330004805
710015124,330004806
710015124,330004814
710015124,330004817
710015124,330004818
710015124,330004822
710015124,330004825
710015124,330004830
710015124,330004834
710015124,330004837
710015124,330004838
710015124,33001421
710015124,33001422
710015124,33001428
710015124,33001467
710015349,330004745
710015349,330004746
710015349,330004747
710015349,330004801
710015349,330004802
710015349,330004805
710015349,330004806
710015349,330004814
710015349,330004817
710015349,330004818
710015349,330004822
710015349,330004825
710015349,330004830
710015349,330004834
710015349,330004837
710015349,330004838
710015349,33001425
710015349,33001428
710015356,330004745
710015356,330004746
710015356,330004747
710015356,330004801
710015356,330004802
710015356,330004805
710015356,330004806
710015356,330004814
710015356,330004817
710015356,330004818
710015356,330004822
710015356,330004825
710015356,330004830
710015356,330004834
710015356,330004837
710015356,330004838
710015356,33001421
710015356,33001422
710015356,33001425
710015356,33001428
710015356,33001467
710015630,330004745
710015630,330004746
710015630,330004747
710015630,330004801
710015630,330004802
710015630,330004805
710015630,330004806
710015630,330004814
710015630,330004817
710015630,330004818
710015630,330004822
710015630,330004825
710015630,330004830
710015630,330004834
710015630,330004837
710015630,330004838
710015630,33001425
710015630,33001428
710015652,330004745
710015652,330004746
710015652,330004747
710015652,330004801
710015652,330004802
710015652,330004805
710015652,330004806
710015652,330004814
710015652,330004817
710015652,330004818
710015652,330004822
710015652,330004825
710015652,330004830
710015652,330004834
710015652,330004837
710015652,330004838
710015652,33001421
710015652,33001422
710015652,33001428
710015652,33001467
710015686,330004745
710015686,330004746
710015686,330004747
710015686,330004801
710015686,330004802
710015686,330004805
710015686,330004806
710015686,330004814
710015686,330004817
710015686,330004818
710015686,330004822
710015686,330004825
710015686,330004830
710015686,330004834
710015686,330004837
710015686,330004838
710015686,33001425
710015686,33001428
710015740,330004745
710015740,330004746
710015740,330004747
710015740,330004801
710015740,330004802
710015740,330004805
710015740,330004806
710015740,330004814
710015740,330004817
710015740,330004818
710015740,330004822
710015740,330004825
710015740,330004830
710015740,330004834
710015740,330004837
710015740,330004838
710015740,33001421
710015740,33001422
710015740,33001428
710015740,33001467
710015749,330004745
710015749,330004746
710015749,330004747
710015749,330004801
710015749,330004802
710015749,330004805
710015749,330004806
710015749,330004814
710015749,330004817
710015749,330004818
710015749,330004822
710015749,330004825
710015749,330004830
710015749,330004834
710015749,330004837
710015749,330004838
710015749,33001425
710015749,33001428
710015873,330004745
710015873,330004746
710015873,330004747
710015873,330004801
710015873,330004802
710015873,330004805
710015873,330004806
710015873,330004814
710015873,330004817
710015873,330004818
710015873,330004822
710015873,330004825
710015873,330004830
710015873,330004834
710015873,330004837
710015873,330004838
710015873,33001425
710015873,33001428
710015881,330004745
710015881,330004746
710015881,330004747
710015881,330004801
710015881,330004802
710015881,330004805
710015881,330004806
710015881,330004814
710015881,330004817
710015881,330004818
710015881,330004822
710015881,330004825
710015881,330004830
710015881,330004834
710015881,330004837
710015881,330004838
710015881,33001421
710015881,33001422
710015881,33001425
710015881,33001428
710015881,33001467
710016331,330004745
710016331,330004746
710016331,330004747
710016331,330004801
710016331,330004802
710016331,330004805
710016331,330004806
710016331,330004814
710016331,330004817
710016331,330004818
710016331,330004822
710016331,330004825
710016331,330004830
710016331,330004834
710016331,330004837
710016331,330004838
710016331,33001421
710016331,33001422
710016331,33001425
710016331,33001428
710016331,33001467
710016341,330004745
710016341,330004746
710016341,330004747
710016341,330004801
710016341,330004802
710016341,330004805
710016341,330004806
710016341,330004814
710016341,330004817
710016341,330004818
710016341,330004822
710016341,330004825
710016341,330004830
710016341,330004834
710016341,330004837
710016341,330004838
710016341,33001425
710016341,33001428
710016377,330004745
710016377,330004746
710016377,330004747
710016377,330004801
710016377,330004802
710016377,330004805
710016377,330004806
710016377,330004814
710016377,330004817
710016377,330004818
710016377,330004822
710016377,330004825
710016377,330004830
710016377,330004834
710016377,330004837
710016377,330004838
710016377,33001425
710016377,33001428
710016476,330004745
710016476,330004746
710016476,330004747
710016476,330004801
710016476,330004802
710016476,330004805
710016476,330004806
710016476,330004814
710016476,330004817
710016476,330004818
710016476,330004822
710016476,330004825
710016476,330004830
710016476,330004834
710016476,330004837
710016476,330004838
710016476,33001425
710016476,33001428
710016528,330004745
710016528,330004746
710016528,330004747
710016528,330004801
710016528,330004802
710016528,330004805
710016528,330004806
710016528,330004814
710016528,330004817
710016528,330004818
710016528,330004822
710016528,330004825
710016528,330004830
710016528,330004834
710016528,330004837
710016528,330004838
710016528,33001425
710016528,33001428
710016637,330004745
710016637,330004746
710016637,330004747
710016637,330004801
710016637,330004802
710016637,330004805
710016637,330004806
710016637,330004814
710016637,330004817
710016637,330004818
710016637,330004822
710016637,330004825
710016637,330004830
710016637,330004834
710016637,330004837
710016637,330004838
710016637,33001421
710016637,33001422
710016637,33001425
710016637,33001428
710016637,33001467
710016654,330004745
710016654,330004746
710016654,330004747
710016654,330004801
710016654,330004802
710016654,330004805
710016654,330004806
710016654,330004814
710016654,330004817
710016654,330004818
710016654,330004822
710016654,330004825
710016654,330004830
710016654,330004834
710016654,330004837
710016654,330004838
710016654,33001421
710016654,33001422
710016654,33001425
710016654,33001428
710016654,33001467
710016780,330004745
710016780,330004746
710016780,330004747
710016780,330004801
710016780,330004802
710016780,330004805
710016780,330004806
710016780,330004814
710016780,330004817
710016780,330004818
710016780,330004822
710016780,330004825
710016780,330004830
710016780,330004834
710016780,330004837
710016780,330004838
710016780,33001425
710016780,33001428
710017169,330004745
710017169,330004746
710017169,330004747
710017169,330004801
710017169,330004802
710017169,330004805
710017169,330004806
710017169,330004814
710017169,330004817
710017169,330004818
710017169,330004822
710017169,330004825
710017169,330004830
710017169,330004834
710017169,330004837
710017169,330004838
710017169,33001421
710017169,33001422
710017169,33001428
710017169,33001467
710017265,330004745
710017265,330004746
710017265,330004747
710017265,330004801
710017265,330004802
710017265,330004805
710017265,330004806
710017265,330004814
710017265,330004817
710017265,330004818
710017265,330004822
710017265,330004825
710017265,330004830
710017265,330004834
710017265,330004837
710017265,330004838
710017265,33001421
710017265,33001422
710017265,33001428
710017265,33001467
710017335,330004745
710017335,330004746
710017335,330004747
710017335,330004801
710017335,330004802
710017335,330004805
710017335,330004806
710017335,330004814
710017335,330004817
710017335,330004818
710017335,330004822
710017335,330004825
710017335,330004830
710017335,330004834
710017335,330004837
710017335,330004838
710017335,33001425
710017335,33001428
710017590,330004745
710017590,330004746
710017590,330004747
710017590,330004801
710017590,330004802
710017590,330004805
710017590,330004806
710017590,330004814
710017590,330004817
710017590,330004818
710017590,330004822
710017590,330004825
710017590,330004830
710017590,330004834
710017590,330004837
710017590,330004838
710017590,33001421
710017590,33001422
710017590,33001425
710017590,33001428
710017590,33001467
71001760,330004745
71001760,330004746
71001760,330004747
71001760,330004801
71001760,330004802
71001760,330004805
71001760,330004806
71001760,330004814
71001760,330004817
71001760,330004818
71001760,330004822
71001760,330004825
71001760,330004830
71001760,330004834
71001760,330004837
71001760,330004838
71001760,33001421
71001760,33001422
71001760,33001425
71001760,33001428
71001760,33001467
710017654,330004745
710017654,330004746
710017654,330004747
710017654,330004801
710017654,330004802
710017654,330004805
710017654,330004806
710017654,330004814
710017654,330004817
710017654,330004818
710017654,330004822
710017654,330004825
710017654,330004830
710017654,330004834
710017654,330004837
710017654,330004838
710017654,33001421
710017654,33001422
710017654,33001428
710017654,33001467
710017710,330004745
710017710,330004746
710017710,330004747
710017710,330004801
710017710,330004802
710017710,330004805
710017710,330004806
710017710,330004814
710017710,330004817
710017710,330004818
710017710,330004822
710017710,330004825
710017710,330004830
710017710,330004834
710017710,330004837
710017710,330004838
710017710,33001421
710017710,33001422
710017710,33001425
710017710,33001428
710017710,33001467
710017845,330004745
710017845,330004746
710017845,330004747
710017845,330004801
710017845,330004802
710017845,330004805
710017845,330004806
710017845,330004814
710017845,330004817
710017845,330004818
710017845,330004822
710017845,330004825
710017845,330004830
710017845,330004834
710017845,330004837
710017845,330004838
710017845,33001425
710017845,33001428
710017878,330004745
710017878,330004746
710017878,330004747
710017878,330004801
710017878,330004802
710017878,330004805
710017878,330004806
710017878,330004814
710017878,330004817
710017878,330004818
710017878,330004822
710017878,330004825
710017878,330004830
710017878,330004834
710017878,330004837
710017878,330004838
710017878,33001421
710017878,33001422
710017878,33001425
710017878,33001467
710018056,330004745
710018056,330004746
710018056,330004747
710018056,330004801
710018056,330004802
710018056,330004805
710018056,330004806
710018056,330004814
710018056,330004817
710018056,330004818
710018056,330004822
710018056,330004825
710018056,330004830
710018056,330004834
710018056,330004837
710018056,330004838
710018056,33001421
710018056,33001422
710018056,33001425
710018056,33001428
710018056,33001467
710018107,330004745
710018107,330004746
710018107,330004747
710018107,330004801
710018107,330004802
710018107,330004805
710018107,330004806
710018107,330004814
710018107,330004817
710018107,330004818
710018107,330004822
710018107,330004825
710018107,330004830
710018107,330004834
710018107,330004837
710018107,330004838
710018107,33001421
710018107,33001422
710018107,33001425
710018107,33001428
710018107,33001467
710018153,330004745
710018153,330004746
710018153,330004747
710018153,330004801
710018153,330004802
710018153,330004805
710018153,330004806
710018153,330004814
710018153,330004817
710018153,330004818
710018153,330004822
710018153,330004825
710018153,330004830
710018153,330004834
710018153,330004837
710018153,330004838
710018153,33001425
710018153,33001428
710018305,330004745
710018305,330004746
710018305,330004747
710018305,330004801
710018305,330004802
710018305,330004805
710018305,330004806
710018305,330004814
710018305,330004817
710018305,330004818
710018305,330004822
710018305,330004825
710018305,330004830
710018305,330004834
710018305,330004837
710018305,330004838
710018305,33001421
710018305,33001422
710018305,33001425
710018305,33001428
710018305,33001467
710018377,330004745
710018377,330004746
710018377,330004747
710018377,330004801
710018377,330004802
710018377,330004805
710018377,330004806
710018377,330004814
710018377,330004817
710018377,330004818
710018377,330004822
710018377,330004825
710018377,330004830
710018377,330004834
710018377,330004837
710018377,330004838
710018377,33001421
710018377,33001422
710018377,33001425
710018377,33001428
710018377,33001467
710018410,330004745
710018410,330004746
710018410,330004747
710018410,330004801
710018410,330004802
710018410,330004805
710018410,330004806
710018410,330004814
710018410,330004817
710018410,330004818
710018410,330004822
710018410,330004825
710018410,330004830
710018410,330004834
710018410,330004837
710018410,330004838
710018410,33001421
710018410,33001422
710018410,33001425
710018410,33001428
710018410,33001467
71001863,330004745
71001863,330004746
71001863,330004747
71001863,330004801
71001863,330004802
71001863,330004805
71001863,330004806
71001863,330004814
71001863,330004817
71001863,330004818
71001863,330004822
71001863,330004825
71001863,330004830
71001863,330004834
71001863,330004837
71001863,330004838
71001863,33001421
71001863,33001422
71001863,33001425
71001863,33001428
71001863,33001467
71001984,330004745
71001984,330004746
71001984,330004747
71001984,330004801
71001984,330004802
71001984,330004805
71001984,330004806
71001984,330004814
71001984,330004817
71001984,330004818
71001984,330004822
71001984,330004825
71001984,330004830
71001984,330004834
71001984,330004837
71001984,330004838
71001984,33001425
71001984,33001428
710021085,330004745
710021085,330004746
710021085,330004747
710021085,330004801
710021085,330004802
710021085,330004805
710021085,330004806
710021085,330004814
710021085,330004817
710021085,330004818
710021085,330004822
710021085,330004825
710021085,330004830
710021085,330004834
710021085,330004837
710021085,330004838
710021085,33002350
710021085,33002383
710021085,33002390
710021085,33002407
710021225,330004745
710021225,330004746
710021225,330004747
710021225,330004801
710021225,330004802
710021225,330004805
710021225,330004806
710021225,330004814
710021225,330004817
710021225,330004818
710021225,330004822
710021225,330004825
710021225,330004830
710021225,330004834
710021225,330004837
710021225,330004838
710021225,33002350
710021225,33002383
710021225,33002390
710021225,33002407
710021395,330004745
710021395,330004746
710021395,330004747
710021395,330004801
710021395,330004802
710021395,330004805
710021395,330004806
710021395,330004814
710021395,330004817
710021395,330004818
710021395,330004822
710021395,330004825
710021395,330004830
710021395,330004834
710021395,330004837
710021395,330004838
710021395,33002350
710021395,33002383
710021395,33002390
710021395,33002407
710021593,330004745
710021593,330004746
710021593,330004747
710021593,330004801
710021593,330004802
710021593,330004805
710021593,330004806
710021593,330004814
710021593,330004817
710021593,330004818
710021593,330004822
710021593,330004825
710021593,330004830
710021593,330004834
710021593,330004837
710021593,330004838
710021593,33002350
710021593,33002383
710021593,33002390
710021593,33002407
710021735,330004745
710021735,330004746
710021735,330004747
710021735,330004801
710021735,330004802
710021735,330004805
710021735,330004806
710021735,330004814
710021735,330004817
710021735,330004818
710021735,330004822
710021735,330004825
710021735,330004830
710021735,330004834
710021735,330004837
710021735,330004838
710021735,33002350
710021735,33002383
710021735,33002390
710021735,33002407
710021965,330004745
710021965,330004746
710021965,330004747
710021965,330004801
710021965,330004802
710021965,330004805
710021965,330004806
710021965,330004814
710021965,330004817
710021965,330004818
710021965,330004822
710021965,330004825
710021965,330004830
710021965,330004834
710021965,330004837
710021965,330004838
710021965,33002350
710021965,33002383
710021965,33002390
710021965,33002407
710023558,330004745
710023558,330004746
710023558,330004747
710023558,330004801
710023558,330004802
710023558,330004805
710023558,330004806
710023558,330004814
710023558,330004817
710023558,330004818
710023558,330004822
710023558,330004825
710023558,330004830
710023558,330004834
710023558,330004837
710023558,330004838
710023558,33002350
710023558,33002383
710023558,33002390
710023558,33002407
710023738,330004745
710023738,330004746
710023738,330004747
710023738,330004801
710023738,330004802
710023738,330004805
710023738,330004806
710023738,330004814
710023738,330004817
710023738,330004818
710023738,330004822
710023738,330004825
710023738,330004830
710023738,330004834
710023738,330004837
710023738,330004838
710023738,33002350
710023738,33002383
710023738,33002390
710023738,33002407
710024423,330004745
710024423,330004746
710024423,330004747
710024423,330004801
710024423,330004802
710024423,330004805
710024423,330004806
710024423,330004814
710024423,330004817
710024423,330004818
710024423,330004822
710024423,330004825
710024423,330004830
710024423,330004834
710024423,330004837
710024423,330004838
710024423,33002350
710024423,33002383
710024423,33002390
710024423,33002407
710024529,330004745
710024529,330004746
710024529,330004747
710024529,330004801
710024529,330004802
710024529,330004805
710024529,330004806
710024529,330004814
710024529,330004817
710024529,330004818
710024529,330004822
710024529,330004825
710024529,330004830
710024529,330004834
710024529,330004837
710024529,330004838
710024529,33002350
710024529,33002383
710024529,33002390
710024529,33002407
710025093,330004745
710025093,330004746
710025093,330004747
710025093,330004801
710025093,330004802
710025093,330004805
710025093,330004806
710025093,330004814
710025093,330004817
710025093,330004818
710025093,330004822
710025093,330004825
710025093,330004830
710025093,330004834
710025093,330004837
710025093,330004838
710025093,33002350
710025093,33002383
710025093,33002390
710025093,33002407
710025865,330004745
710025865,330004746
710025865,330004747
710025865,330004801
710025865,330004802
710025865,330004805
710025865,330004806
710025865,330004814
710025865,330004817
710025865,330004818
710025865,330004822
710025865,330004825
710025865,330004830
710025865,330004834
710025865,330004837
710025865,330004838
710025865,33002350
710025865,33002383
710025865,33002390
710025865,33002407
710026289,330004745
710026289,330004746
710026289,330004747
710026289,330004801
710026289,330004802
710026289,330004805
710026289,330004806
710026289,330004814
710026289,330004817
710026289,330004818
710026289,330004822
710026289,330004825
710026289,330004830
710026289,330004834
710026289,330004837
710026289,330004838
710026289,33002350
710026289,33002383
710026289,33002390
710026289,33002407
710026358,330004745
710026358,330004746
710026358,330004747
710026358,330004801
710026358,330004802
710026358,330004805
710026358,330004806
710026358,330004814
710026358,330004817
710026358,330004818
710026358,330004822
710026358,330004825
710026358,330004830
710026358,330004834
710026358,330004837
710026358,330004838
710026358,33002350
710026358,33002383
710026358,33002390
710026358,33002407
710026626,330004745
710026626,330004746
710026626,330004747
710026626,330004801
710026626,330004802
710026626,330004805
710026626,330004806
710026626,330004814
710026626,330004817
710026626,330004818
710026626,330004822
710026626,330004825
710026626,330004830
710026626,330004834
